"NBR name", "new name"
"Lindtjønn Fus barnehage AS", "Lindtjønn FUS barnehage"
"Lund barnehage AS", "Lund barnehage"
"Maurtua barnehage SA", "Maurtua barnehage"
"Mummidalen barnehage AS", "Mummidalen barnehage"
"Rakkerungan gårdsbarnehage AS", "Rakkerungan gårdsbarnehage"
"Randesund Åpne barnehage", "Randesund åpne barnehage"
"Refshalen gårdsbarnehage AS", "Refshalen gårdsbarnehage"
"Revehiet naturbarnehage AS", "Revehiet naturbarnehage"
"Rognelia familiebarnehage Ans", "Rognelia familiebarnehage"
"Roligheden Gård barnehage", "Roligheden gård barnehage"
"Rødhette Fus barnehage AS", "Rødhette FUS barnehage"
"Salemveien familiebarnehage AS", "Salemveien familiebarnehage"
"Sentrum Åpne barnehage", "Sentrum åpne barnehage"
"Slettheia familiebarnehage AS", "Slettheia familiebarnehage"
"Snikkedalen familiebarnehage AS", "Snikkedalen familiebarnehage"
"Spiren barnehage Avd Hvitveisen", "Spiren barnehage avd. Hvitveisen"
"Spiren barnehage Avd Tareskogen", "Spiren barnehage avd. Tareskogen"
"Stokkelandsåsen familiebarnehage AS", "Stokkelandsåsen familiebarnehage"
"Strai barnehage SA", "Strai barnehage"
"Søm Åpne barnehage", "Søm åpne barnehage"
"Ternevig barnehage AS", "Ternevig barnehage"
"Timenes Gårds og naturbarnehage Trine Isaksen", "Timenes gårds og naturbarnehage Trine Isaksen"
"Torridal Åpen barnehage", "Torridal åpen barnehage"
"Trollstua barnehage Boen AS", "Trollstua barnehage Boen"
"Tveit Åpne barnehage", "Tveit åpne barnehage"
"Vågsbygd Fus barnehage AS", "Vågsbygd FUS barnehage"
"Wergelandsveien barnehage SA", "Wergelandsveien barnehage"
"Barnas naturbarnehage Da", "Barnas naturbarnehage"
"Espira Lindesnes AS", "Espira Lindesnes"
"Hurlumhei barnehage SA", "Hurlumhei barnehage"
"Kulturvugga familiebarnehage AS", "Kulturvugga familiebarnehage"
"Preg barnehager Ime AS", "Preg barnehager Ime"
"Rauneveien barnehage AS", "Rauneveien barnehage"
"Spangereid naturbarnehage AS", "Spangereid naturbarnehage"
"Valle Gård barnehage AS", "Valle gård barnehage"
"Vestnes familiebarnehage AS", "Vestnes familiebarnehage"
"Jøllebekken barnehage SA", "Jøllebekken barnehage"
"Grønnes barnehage SA", "Grønnes barnehage"
"Litledalen barnehage SA", "Litledalen barnehage"
"Visedal barnehage Avdeling Alvheim", "Visedal barnehage avd. Alvheim"
"Visedal barnehage Avdeling Renstøl", "Visedal barnehage avd. Renstøl"
"Dyrebo gårdsbarnehage AS", "Dyrebo gårdsbarnehage"
"Ljøstadsaga barnehage AS", "Ljøstadsaga barnehage"
"Vegårshei barnehage Avdeling Myra", "Vegårshei barnehage avd. Myra"
"Vegårshei barnehage Avd Ubergsmoen", "Vegårshei barnehage avd. Ubergsmoen"
"Blåbærskogen naturbarnehage AS", "Blåbærskogen naturbarnehage"
"Bergstø barnehage SA", "Bergstø barnehage"
"Furulunden familiebarnehage Ans", "Furulunden familiebarnehage"
"Kaldvell åpen barnehage AS", "Kaldvell åpen barnehage"
"Møglestu Fus barnehage AS", "Møglestu FUS barnehage"
"Tripp-Trapp-Tresko AS", "Tripp-trapp-tresko"
"Birkenes Fus barnehage AS", "Birkenes FUS barnehage"
"Hampehaugen barnehage AS", "Hampehaugen barnehage"
"Herefoss Fus barnehage AS", "Herefoss FUS barnehage"
"Kulturbarnehaven Grasham AS", "Kulturbarnehaven Grasham"
"Dølemo oppvekstsenter Avd barnehage", "Dølemo oppvekstsenter avd. barnehage"
"Klokkargarden barnehage AS", "Klokkargarden barnehage"
"Vatnestrøm oppvekstsenter Avdeling barnehage", "Vatnestrøm oppvekstsenter avd. barnehage"
"Babuschka barnehage AS", "Babuschka barnehage"
"Bygland oppvekstsenter Avd barnehage", "Bygland oppvekstsenter avd. barnehage"
"Byglandsfjord oppvekstsenter Avd barnehage", "Byglandsfjord oppvekstsenter avd. barnehage"
"Blå Kors barnehage Øvrebø AS", "Blå Kors barnehage Øvrebø"
"Bringebærdalen familiebarnehage AS", "Bringebærdalen familiebarnehage"
"Djupmyra Fus barnehage AS", "Djupmyra FUS barnehage"
"Eikeland oppvekstsenter Avdeling barnehage", "Eikeland oppvekstsenter avd. barnehage"
"Harestua barnehage AS", "Harestua barnehage"
"Jordbærstrået Fam. barnehage AS", "Jordbærstrået Fam. barnehage"
"Filadelfia barnehage AS", "Filadelfia barnehage"
"Frikirken Åpen barnehage", "Frikirken åpen barnehage"
"Kollevoll barnehage SA", "Kollevoll barnehage"
"Preg barnehager Kvås AS", "Preg barnehager Kvås"
"A2g friluftsbarnehage AS", "A2g friluftsbarnehage"
"Akrobaten barnehage AS", "Akrobaten barnehage"
"Bergen miljøbarnehage AS", "Bergen miljøbarnehage"
"Birken barnehage AS", "Birken barnehage"
"Biskopshavn barnehage SA", "Biskopshavn barnehage"
"Bønes Menighets barnehage", "Bønes menighets barnehage"
"Den Internasjonale barnehage i Bergen Avd Laksevåg", "Den Internasjonale barnehage i Bergen avd. Laksevåg"
"Den Internasjonale barnehage i Bergen Avd Sollien", "Den Internasjonale barnehage i Bergen avd. Sollien"
"Early Childhood Center AS", "Early Childhood Center"
"Einerhaugen barnehage SA", "Einerhaugen barnehage"
"Eldshovden barnehage SA", "Eldshovden barnehage"
"Eplekarten steinerbarnehage SA", "Eplekarten Steinerbarnehage"
"Eventus Birk barnehage AS Friluftsbarnehage", "Eventus Birk barnehage friluftsbarnehage"
"Eventus Eventyrdalen barnehage AS", "Eventus Eventyrdalen barnehage"
"Eventus Kvernslåtten barnehage AS", "Eventus Kvernslåtten barnehage"
"Eventus Midtun barnehage AS", "Eventus Midtun barnehage"
"Eventus Tiriltoppen barnehage AS", "Eventus Tiriltoppen barnehage"
"Fanatunet barnehage SA", "Fanatunet barnehage"
"Fridalen Menighets Åpne barnehage", "Fridalen menighets åpne barnehage"
"Garnes gårdsbarnehage AS Gård og friluftsbarnehage", "Garnes gårdsbarnehage Gård og friluftsbarnehage"
"Gimle Oppveksttun - barnehage", "Gimle oppveksttun - barnehage"
"Grønskjeret barnehage AS", "Grønskjeret barnehage"
"Helse Bergen Hf Vognstølen barnehage", "Helse Bergen HF Vognstølen barnehage"
"Helse Bergen Hf Ravnebjerget barnehage", "Helse Bergen HF Ravnebjerget barnehage"
"Helse Bergen Hf Hunstad barnehage", "Helse Bergen HF Hunstad barnehage"
"Helse Bergen Hf Vinterdalen barnehage", "Helse Bergen HF Vinterdalen barnehage"
"Hop Oppveksttun barnehage", "Hop oppveksttun barnehage"
"Håkonshella Fus barnehage", "Håkonshella FUS barnehage"
"Indre Arna Kvinne og Familielag", "Indre Arna Kvinne og familielag"
"Kidsa Ladegården Friluftsbarnehage", "Kidsa Ladegården friluftsbarnehage"
"Klem barnehage AS", "Klem barnehage"
"Kronstad Oppveksttun barnehage", "Kronstad oppveksttun barnehage"
"Laksevåg barnehage Avdeling Solhaug", "Laksevåg barnehage avd. Solhaug"
"Liland barnehage AS", "Liland barnehage"
"Lyshovden Oppveksttun - barnehage", "Lyshovden oppveksttun - barnehage"
"Læringsverkstedet Fana Gårds og friluftsbarnehage", "Læringsverkstedet Fana gårds og friluftsbarnehage"
"Læringsverkstedet Åsane Gårds- og friluftsbarnehage", "Læringsverkstedet Åsane gårds- og friluftsbarnehage"
"Løvstakken barnehage AS", "Løvstakken barnehage"
"Løvås Oppveksttun - barnehage", "Løvås oppveksttun - barnehage"
"Marineholmen barnehage Drift AS", "Marineholmen barnehage Drift"
"Myren gårdsbarnehage AS", "Myren gårdsbarnehage"
"Møhlenpris Oppveksttun - barnehage", "Møhlenpris oppveksttun - barnehage"
"Nattland Oppveksttun - barnehage", "Nattland oppveksttun - barnehage"
"Naturbasen barnehage Friluftsbarnehage", "Naturbasen barnehage friluftsbarnehage"
"Preg barnehager Hordvik AS", "Preg barnehager Hordvik"
"Nlm-Barnehage Salem åpen", "Nlm-barnehage Salem åpen"
"Preg barnehager Lyngbø AS", "Preg barnehager Lyngbø"
"Nordnes Oppveksttun Avd barnehage", "Nordnes oppveksttun avd. barnehage"
"Olsvik Menighets Åpen barnehage", "Olsvik menighets åpen barnehage"
"Rolland-Ulsetåsen barnehage", "Rolland-ulsetåsen barnehage"
"Rosenhagen steinerbarnehage", "Rosenhagen Steinerbarnehage"
"Sammen Fantoft Gård barnehage", "Sammen Fantoft gård barnehage"
"Slettebakken Menighets barnehage AS", "Slettebakken menighets barnehage"
"Sofusbarnehagen AS", "Sofusbarnehagen"
"Solsikken barnehage Skeie AS", "Solsikken barnehage Skeie"
"Sælen Oppveksttun Avd barnehage", "Sælen oppveksttun avd. barnehage"
"Tertnesparken barnehage AS", "Tertnesparken barnehage"
"Trengereid Oppveksttun Avd barnehage", "Trengereid oppveksttun avd. barnehage"
"Tryllefløyten steinerbarnehage SA", "Tryllefløyten Steinerbarnehage"
"Tveitevannet barnehage SA", "Tveitevannet barnehage"
"Ulriken Kfuk-Kfum Åpen barnehage", "Ulriken Kfuk-kfum åpen barnehage"
"Vindharpen barnehage SA", "Vindharpen barnehage"
"Østre Nattlandsfjellet barnehage Ans", "Østre Nattlandsfjellet barnehage"
"Furuhaugane barnehage SA", "Furuhaugane barnehage"
"Skarevik barnehage SA", "Skarevik barnehage"
"Sørstrand Maritime Fus barnehage AS", "Sørstrand Maritime FUS barnehage"
"Trollskogen barnehage SA", "Trollskogen barnehage"
"Læringsverkstedet Småfolk Barnehagedrift", "Læringsverkstedet Småfolk barnehagedrift"
"Bråtveit Natur og kulturbarnehage", "Bråtveit natur og kulturbarnehage"
"Bua Kultur- og friluftsbarnehage AS", "Bua kultur- og friluftsbarnehage"
"Gjermundshaugen Fus barnehage AS", "Gjermundshaugen FUS barnehage"
"Læringsverkstedet Ekrene Natur og gårdsbarnehage", "Læringsverkstedet Ekrene natur og gårdsbarnehage"
"Valestrand oppvekstsenter Avd barnehage", "Valestrand oppvekstsenter avd. barnehage"
"Breiflabben barnehage AS", "Breiflabben barnehage"
"Maurtua barnehage Bømlo SA", "Maurtua barnehage Bømlo"
"Bergly familiebarnehage AS", "Bergly familiebarnehage"
"Dalen Fus friluftsbarnehage AS", "Dalen FUS friluftsbarnehage"
"Heieane barnehage AS", "Heieane barnehage"
"Kåreviksmarka Fus barnehage", "Kåreviksmarka FUS barnehage"
"Olderdalen Fus barnehage", "Olderdalen FUS barnehage"
"Prestagardskogen Fus barnehage AS", "Prestagardskogen FUS barnehage"
"Sagvåg barnehage Avd Tjødnalio", "Sagvåg barnehage avd. Tjødnalio"
"Sagvåg barnehage Avd Nysæter", "Sagvåg barnehage avd. Nysæter"
"Sagvåg Maritime Fus barnehage AS", "Sagvåg Maritime FUS barnehage"
"Sævarhagen Fus barnehage AS", "Sævarhagen FUS barnehage"
"Tyse Fus barnehage AS", "Tyse FUS barnehage"
"Valvatna Fus barnehage", "Valvatna FUS barnehage"
"Villvettene friluftsbarnehage avd Rommetveit AS", "Villvettene friluftsbarnehage avd. Rommetveit"
"Ås barnehage AS", "Ås barnehage"
"Dåfjorden barnehage AS", "Dåfjorden barnehage"
"Fjellheim Fus friluftsbarnehage", "Fjellheim FUS friluftsbarnehage"
"Årskog barnehage SA", "Årskog barnehage"
"Rosendal Fus barnehage AS", "Rosendal FUS barnehage"
"Bordalen barnehage SA", "Bordalen barnehage"
"Regnbogen Natur og kulturbarnehage AS", "Regnbogen natur og kulturbarnehage"
"Skulestad barnehage SA", "Skulestad barnehage"
"Sundve Fus barnehage AS", "Sundve FUS barnehage"
"Sandven Fus barnehage AS", "Sandven FUS barnehage"
"Aadland Gards- og friluftsbarnehage AS", "Aadland Gards- og friluftsbarnehage"
"Banktjørhaugen barnehage Ba", "Banktjørhaugen barnehage"
"Eventus Borgafjell barnehage AS", "Eventus Borgafjell barnehage"
"Hjellemarka Fus barnehage AS", "Hjellemarka FUS barnehage"
"Skeisbotnen barnehage AS", "Skeisbotnen barnehage"
"Skorvane Fus barnehage AS", "Skorvane FUS barnehage"
"Søre Neset Fus barnehage AS", "Søre Neset FUS barnehage"
"Søre Øyane Grendalag naturbarnehage SA", "Søre Øyane Grendalag naturbarnehage"
"Varhaug barnehage SA", "Varhaug barnehage"
"Bekkjarvik Maritime Fus barnehage", "Bekkjarvik Maritime FUS barnehage"
"Eventus Sol-Li barnehage AS", "Eventus Sol-li barnehage"
"Sjøliv Fus barnehage AS", "Sjøliv FUS barnehage"
"Storebø Fus barnehage AS", "Storebø FUS barnehage"
"Eventus Sartorlunden barnehage AS", "Eventus Sartorlunden barnehage"
"Havhesten Fus barnehage AS", "Havhesten FUS barnehage"
"Knappen Familiebarnehage", "Knappen familiebarnehage"
"Langøy friluftsbarnehage AS", "Langøy friluftsbarnehage"
"Liatunet barnehage AS", "Liatunet barnehage"
"Nlm barnehage Blomvåg AS", "NLM barnehage Blomvåg"
"Nlm barnehage Toftøy AS", "NLM barnehage Toftøy"
"Preg barnehager Straume AS", "Preg barnehager Straume"
"Norlandia Svanevågen Gårds- og friluftsbarnehage AS", "Norlandia Svanevågen gårds- og friluftsbarnehage"
"Sauafjellet Fus barnehage AS", "Sauafjellet FUS barnehage"
"Spurven Familiebarnehage", "Spurven familiebarnehage"
"Tiriltunet barnehage AS", "Tiriltunet barnehage"
"Ulveseth barnehage Avd Fjell", "Ulveseth barnehage avd. Fjell"
"Øygarden Kfuk-Kfum Avd Straume", "Øygarden Kfuk-kfum avd. Straume"
"Øygarden Kfuk-Kfum Avd Fjell", "Øygarden Kfuk-kfum avd. Fjell"
"Øygarden Kfuk-Kfum Avd Landro", "Øygarden Kfuk-kfum avd. Landro"
"Bakarvågen Fus barnehage AS", "Bakarvågen FUS barnehage"
"Preg barnehager Askøy AS", "Preg barnehager Askøy"
"Furehaugen barnehage AS", "Furehaugen barnehage"
"Haugen barnehage AS Natur og Friluftsliv", "Haugen barnehage natur og Friluftsliv"
"Haugland gårdsbarnehage Askøy AS", "Haugland gårdsbarnehage Askøy"
"Lykketrollet Fus barnehage AS", "Lykketrollet FUS barnehage"
"Nab Skogen barnehage AS", "Nab Skogen barnehage"
"Ravnanger barnehage AS", "Ravnanger barnehage"
"Ø Kleppe barnehage AS", "Ø Kleppe barnehage"
"Osterøy Gårds og friluftsbarnehage AS", "Osterøy gårds og friluftsbarnehage"
"Reppen barnehage AS", "Reppen barnehage"
"Drømmehagen barnehage AS", "Drømmehagen barnehage"
"Hundvin naturbarnehage AS", "Hundvin naturbarnehage"
"Knarvik barnehage AS", "Knarvik barnehage"
"Leiketun barnehage AS", "Leiketun barnehage"
"Leiknes Fus barnehage AS", "Leiknes FUS barnehage"
"Leirdalen barnehage SA", "Leirdalen barnehage"
"Natås barnehage SA", "Natås barnehage"
"Ostereidet Fus barnehage AS", "Ostereidet FUS barnehage"
"Seim barnehage SA", "Seim barnehage"
"Smilehullet Familiebarnehage/ Anne-Mari Arnesen", "Smilehullet familiebarnehage/ Anne-mari Arnesen"
"Solhaugen barnehage SA", "Solhaugen barnehage"
"Trollskogen barnehage Ikenberget SA", "Trollskogen barnehage Ikenberget"
"Wilhaven AS", "Wilhaven"
"Vadheim oppvekstsenter Avd barnehage", "Vadheim oppvekstsenter avd. barnehage"
"Askedalen barnehage AS", "Askedalen barnehage"
"Fjordtun oppvekstsenter Avd barnehage", "Fjordtun oppvekstsenter avd. barnehage"
"Fjærland oppvekstsenter Avd barnehage", "Fjærland oppvekstsenter avd. barnehage"
"Spiren gardsbarnehage SA", "Spiren gardsbarnehage"
"Elvetun barnehage AS", "Elvetun barnehage"
"Holsen skule og barnehage Avd barnehage", "Holsen skule og barnehage avd. barnehage"
"Solsida barnehage Avd Toene", "Solsida barnehage avd. Toene"
"Solsida barnehage Avd Haugum", "Solsida barnehage avd. Haugum"
"Solvang barnehage Førde AS", "Solvang barnehage Førde"
"Stardalen barnehage SA", "Stardalen barnehage"
"Vassenden barnehage SA", "Vassenden barnehage"
"Viebøen barnehage SA", "Viebøen barnehage"
"Ålhus barnehage SA", "Ålhus barnehage"
"Davik Oppvekst Barnehage", "Davik oppvekst barnehage"
"Kalvåg Oppvekst Kalvåg barnehage", "Kalvåg oppvekst Kalvåg barnehage"
"Kolset Oppvekst Barnehage", "Kolset oppvekst barnehage"
"Svelgen Oppvekst Langeneset barnehage", "Svelgen oppvekst Langeneset barnehage"
"Svelgen Oppvekst Svelgen barnehage", "Svelgen oppvekst Svelgen barnehage"
"Ålfoten oppvekstsenter Barnehage", "Ålfoten oppvekstsenter barnehage"
"Kjølsdalen montessoribarnehage SA", "Kjølsdalen montessoribarnehage"
"Nøtteliten Familiebarnehage", "Nøtteliten familiebarnehage"
"Nygård barnehage AS", "Nygård barnehage"
"Rygg barnehage SA", "Rygg barnehage"
"Stryn bedriftsbarnehage AS", "Stryn bedriftsbarnehage"
"Vikane barnehage Avd Utvik", "Vikane barnehage avd. Utvik"
"Aktiv åpen barnehage AS", "Aktiv åpen barnehage"
"Andungen barnehage Trondheim SA", "Andungen barnehage Trondheim"
"Aurora Baldershage barnehage AS", "Aurora Baldershage barnehage"
"Aurora Regnbuen barnehage AS", "Aurora Regnbuen barnehage"
"Aurora Sluppen barnehage AS", "Aurora Sluppen barnehage"
"Bekken familiebarnehage AS", "Bekken familiebarnehage"
"Berg familiebarnehage AS", "Berg familiebarnehage"
"Bergheim barnehage SA", "Bergheim barnehage"
"Birralee International Kindergarten Trondheim AS", "Birralee International Kindergarten Trondheim"
"Bratsberg Fus kulturbarnehage AS", "Bratsberg FUS kulturbarnehage"
"Brudalstunet Familiebarnehage", "Brudalstunet familiebarnehage"
"Byåsen Kirkes barnehage", "Byåsen kirkes barnehage"
"Duttestien barnehage AS", "Duttestien barnehage"
"Duttestien Familiebarnehage AS", "Duttestien familiebarnehage"
"Espira Kystad Gård barnehage", "Espira Kystad gård barnehage"
"Fossegrenda barnehage AS", "Fossegrenda barnehage"
"Fosseskansen barnehage AS", "Fosseskansen barnehage"
"Fykenborg barnehage SA", "Fykenborg barnehage"
"Grilstad Fus barnehage AS", "Grilstad FUS barnehage"
"Guldbrandsvegen Familiebarnehage", "Guldbrandsvegen familiebarnehage"
"Hagebyen private barnehage SA", "Hagebyen private barnehage"
"Hallsetreina Fus barnehage", "Hallsetreina FUS barnehage"
"Haugnessvingen familiebarnehage AS", "Haugnessvingen familiebarnehage"
"Heimdal familiebarnehage AS", "Heimdal familiebarnehage"
"Horneberg Fus barnehage AS", "Horneberg FUS barnehage"
"Hundremeterskogen Bhg SA", "Hundremeterskogenbarnehagesa"
"Jakobsgrenda barnehage SA", "Jakobsgrenda barnehage"
"Jonettaplassen gårdsbarnehage AS", "Jonettaplassen gårdsbarnehage"
"Kattemskogen barnehage AS", "Kattemskogen barnehage"
"Klæbu barnehage AS", "Klæbu barnehage"
"Knærten Fus friluftsbarnehage AS", "Knærten FUS friluftsbarnehage"
"Kongletoppen familiebarnehage AS", "Kongletoppen familiebarnehage"
"Kongsvegen barnehage AS", "Kongsvegen barnehage"
"Ladehammeren Familiebarnehage Tone Thronæs", "Ladehammeren familiebarnehage Tone Thronæs"
"Leangen kulturbarnehage SA", "Leangen kulturbarnehage"
"Lekeplassen familiebarnehage AS", "Lekeplassen familiebarnehage"
"Lunderhaugen barnehage AS", "Lunderhaugen barnehage"
"Lundåsen barnehage AS", "Lundåsen barnehage"
"Læringsverkstedet Stavne To-Språklige barnehage", "Læringsverkstedet Stavne To-språklige barnehage"
"Løkka familiebarnehage AS", "Løkka familiebarnehage"
"Marihøna Familiebarnehage", "Marihøna familiebarnehage"
"Midtbyen åpen Barnehagen", "Midtbyen åpen barnehagen"
"Montessoribarnehagene Trondheim AS", "Montessoribarnehagene Trondheim"
"Motbakken barnehage SA", "Motbakken barnehage"
"Nidelven Åpen barnehage", "Nidelven åpen barnehage"
"Preg barnehager Risvollan AS", "Preg barnehager Risvollan"
"Preg barnehager Risvollan åpen barnehage AS", "Preg barnehager Risvollan åpen barnehage"
"Nydammen familiebarnehage AS", "Nydammen familiebarnehage"
"Persstua familiebarnehage AS", "Persstua familiebarnehage"
"Presthus Gård barnehage", "Presthus gård barnehage"
"Ringvålskogen barnehage SA", "Ringvålskogen barnehage"
"Saxenborg barnehage SA", "Saxenborg barnehage"
"Sjøskogbekken Fus barnehage AS", "Sjøskogbekken FUS barnehage"
"Skuta barnehage SA", "Skuta barnehage"
"Snillet Gård friluftsbarnehage AS", "Snillet gård friluftsbarnehage"
"Solplassen familiebarnehage AS", "Solplassen familiebarnehage"
"Soltun Familiebarnehage", "Soltun familiebarnehage"
"Solvangen barnehage SA", "Solvangen barnehage"
"Sommerfuglen steinerbarnehage AS", "Sommerfuglen Steinerbarnehage"
"Stavsetmyra barnehage SA", "Stavsetmyra barnehage"
"Stiftelsen Kirkens Bymisjon i Trøndelag Administrasjon", "Stiftelsen kirkens Bymisjon i Trøndelag Administrasjon"
"Stiftelsen Steinerbarnehagen i Ila", "Stiftelsen steinerbarnehagen i Ila"
"Stiftelsen Steinerbarnehagen Rotnissen", "Stiftelsen steinerbarnehagen Rotnissen"
"Stokkbekken barnehage AS", "Stokkbekken barnehage"
"Svalevegen Familiebarnehage Marit Dahl", "Svalevegen familiebarnehage Marit Dahl"
"Sverrestunet Åpen barnehage", "Sverrestunet åpen barnehage"
"Tempe barnehage SA", "Tempe barnehage"
"Tillertoppen Familiebarnehage Trude Elisabeth Kvam", "Tillertoppen familiebarnehage Trude Elisabeth Kvam"
"Tussestua familiebarnehage AS", "Tussestua familiebarnehage"
"Vikåsen familiebarnehage AS", "Vikåsen familiebarnehage"
"Voll gårdsbarnehage AS", "Voll gårdsbarnehage"
"Beitstad barnehage AS", "Beitstad barnehage"
"Granstubben barnehage Henning AS", "Granstubben barnehage Henning"
"Jåddåren gårdsbarnehage AS", "Jåddåren gårdsbarnehage"
"Kringla friluftsbarnehage AS", "Kringla friluftsbarnehage"
"Kvam barnehage SA", "Kvam barnehage"
"Malmen barnehage Avd Malm", "Malmen barnehage avd. Malm"
"Malmen barnehage Avd Follafoss", "Malmen barnehage avd. Follafoss"
"Marisletta barnehage SA", "Marisletta barnehage"
"Nordsihaugen familiebarnehage AS", "Nordsihaugen familiebarnehage"
"Røysing barnehage SA", "Røysing barnehage"
"Skjefte barnehage AS", "Skjefte barnehage"
"Steinkjer montessoribarnehage SA", "Steinkjer montessoribarnehage"
"Steinkjer studentbarnehage AS", "Steinkjer studentbarnehage"
"Sør-Beitstad barnehage SA", "Sør-beitstad barnehage"
"Vikingen barnehage AS", "Vikingen barnehage"
"Vålen barnehage SA", "Vålen barnehage"
"Barstad barnehage SA", "Barstad barnehage"
"Bjørum barnehage AS", "Bjørum barnehage"
"Flak naturbarnehage AS", "Flak naturbarnehage"
"Granåsen barnehage SA", "Granåsen barnehage"
"Gullvika naturbarnehage AS", "Gullvika naturbarnehage"
"Namsos musikkbarnehage AS", "Namsos musikkbarnehage"
"Natur & Idrettsbarnehagen Bråten AS", "Natur & idrettsbarnehagen Bråten"
"Natur & Idrettsbarnehagen Høknes AS", "Natur & idrettsbarnehagen Høknes"
"Skoglyveien barnehage AS", "Skoglyveien barnehage"
"Dyrøy oppvekstsenter Avd barnehage", "Dyrøy oppvekstsenter avd. barnehage"
"Kysthaven Åpen barnehage", "Kysthaven åpen barnehage"
"Mausund oppvekstsenter Avd barnehage", "Mausund oppvekstsenter avd. barnehage"
"Nabeita oppvekstsenter Avd barnehage", "Nabeita oppvekstsenter avd. barnehage"
"Nordskag oppvekstsenter Avd barnehage", "Nordskag oppvekstsenter avd. barnehage"
"Bjerkehagen friluftsbarnehage SA", "Bjerkehagen friluftsbarnehage"
"Fagerhaug barnehage SA", "Fagerhaug barnehage"
"Stølen private barnehage SA", "Stølen private barnehage"
"Torshaug private barnehage SA", "Torshaug private barnehage"
"Tågvollan barnehage AS", "Tågvollan barnehage"
"Galåen naturbarnehage AS", "Galåen naturbarnehage"
"Hengfonna Barnehage, Gåeblie Maanagierte", "Hengfonna barnehage, Gåeblie Maanagierte"
"Stenbråttet barnehage SA", "Stenbråttet barnehage"
"Holtålen kommune Haltdalen oppvekstsenter Avd barnehage", "Holtålen kommune Haltdalen oppvekstsenter avd. barnehage"
"Budal Oppvekstområde Avd barnehage", "Budal oppvekstområde avd. barnehage"
"Liøya barnehage SA", "Liøya barnehage"
"Singsås Oppvekstområde Avd barnehage", "Singsås oppvekstområde avd. barnehage"
"Soknedal Oppvekstområde Avd barnehage", "Soknedal oppvekstområde avd. barnehage"
"Eid skole og barnehage Avd barnehage", "Eid skole og barnehage avd. barnehage"
"Elvebakken montessoribarnehage SA", "Elvebakken montessoribarnehage"
"Flå skole og barnehage Avd barnehage", "Flå skole og barnehage avd. barnehage"
"Gåsbakken skole og barnehage Avd barnehage", "Gåsbakken skole og barnehage avd. barnehage"
"Hovin skole og barnehage Avd barnehage", "Hovin skole og barnehage avd. barnehage"
"Humla familiebarnehage AS", "Humla familiebarnehage"
"Lundamo skole og barnehage Avd barnehage", "Lundamo skole og barnehage avd. barnehage"
"Rosmælen skole og barnehage Avd barnehage", "Rosmælen skole og barnehage avd. barnehage"
"Fredly barnehage AS", "Fredly barnehage"
"Jåren-Råbygda oppvekstsenter Avdeling barnehage", "Jåren-råbygda oppvekstsenter avd. barnehage"
"Venn oppvekstsenter Avdeling barnehage", "Venn oppvekstsenter avd. barnehage"
"Viggja oppvekstsenter Avdeling barnehage", "Viggja oppvekstsenter avd. barnehage"
"Korntrøberget barnehage AS", "Korntrøberget barnehage"
"Sjølyst Fus barnehage AS", "Sjølyst FUS barnehage"
"Solregn familiebarnehage AS", "Solregn familiebarnehage"
"Sveberg barnehage SA", "Sveberg barnehage"
"Torphytta familiebarnehage V/Anne Larsen", "Torphytta familiebarnehage Anne Larsen"
"Aglo barnehage Sentrum AS", "Aglo barnehage Sentrum"
"Bukkspranget Gårds- og naturbarnehage", "Bukkspranget gårds- og naturbarnehage"
"Espira Stjørdal AS", "Espira Stjørdal"
"Eventyrskogen Familiebarnehage Hans og Grete", "Eventyrskogen familiebarnehage Hans og Grete"
"Lasseliten Familiebarnehage Siritun", "Lasseliten familiebarnehage Siritun"
"Maurtua Bhg AS", "Maurtuabarnehageas"
"Sagatun barnehage AS", "Sagatun barnehage"
"Taraxacum barnehage Stjørdal AS", "Taraxacum barnehage Stjørdal"
"Toppen Familiebarnehage Furutoppen", "Toppen familiebarnehage Furutoppen"
"Toppen Familiebarnehage Grantoppen", "Toppen familiebarnehage Grantoppen"
"Tussilago barnehage Stjørdal AS", "Tussilago barnehage Stjørdal"
"Kvamtoppen barnehage Kunst og Natur", "Kvamtoppen barnehage Kunst og natur"
"Abra Cadabra barnehage AS", "Abra Cadabra barnehage"
"Barnas Moa AS", "Barnas Moa"
"Bruse barnehage SA", "Bruse barnehage"
"Kårstua barnehage AS", "Kårstua barnehage"
"Momarka barnehage Avd Momarka", "Momarka barnehage avd. Momarka"
"Mossingan familiebarnehage Ans", "Mossingan familiebarnehage"
"Munkeby Gård- og naturbarnehage SA", "Munkeby gård- og naturbarnehage"
"Røstad studentbarnehage AS", "Røstad studentbarnehage"
"Vårtun Kristne oppvekstsenter - barnehage SA", "Vårtun Kristne oppvekstsenter - barnehage"
"Elvegården barnehage AS", "Elvegården barnehage"
"Forbregd-Lein barnehage", "Forbregd-lein barnehage"
"Melakollen barnehage SA", "Melakollen barnehage"
"Stiklestad Gård- og friluftsbarnehage AS", "Stiklestad gård- og friluftsbarnehage"
"Snåsa barnehage Avd Breide", "Snåsa barnehage avd. Breide"
"Snåsa barnehage Avd Vinjebakken", "Snåsa barnehage avd. Vinjebakken"
"Snåsa montessoribarnehage SA", "Snåsa montessoribarnehage"
